season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1969-70,Boston Celtics,Boston Garden,34,0.415,0,T. Heinsohn,J. Havlicek (10.6),#008348,#BB9753,-1.6,teams/BOS/logos/1969-1974.png,,,,
1970-71,Boston Celtics,Boston Garden,44,0.537,0,T. Heinsohn,J. Havlicek (12.5),#008348,#BB9753,2.3,teams/BOS/logos/1969-1974.png,,,,
1971-72,Boston Celtics,Boston Garden,56,0.683,0.6,T. Heinsohn,J. Havlicek (12.4),#008348,#BB9753,4.38,teams/BOS/logos/1969-1974.png,Won Conference Semifinals versus <span>Atlanta Hawks (4-2)</span>,Lost Conference Finals versus <span>New York Knicks (1-4)</span>,,
1972-73,Boston Celtics,Boston Garden,68,0.829,0.6,T. Heinsohn,J. Havlicek (12.1),#008348,#BB9753,7.35,teams/BOS/logos/1969-1974.png,Won Conference Semifinals versus <span>Atlanta Hawks (4-2)</span>,Lost Conference Finals versus <span>New York Knicks (3-4)</span>,,
1973-74,Boston Celtics,Boston Garden,56,0.683,1,T. Heinsohn,J. Havlicek (9.7),#008348,#BB9753,3.42,teams/BOS/logos/1969-1974.png,Won Conference Semifinals versus <span>Buffalo Braves (4-2)</span>,Won Conference Finals versus <span>New York Knicks (4-1)</span>,Won Finals versus <span>Milwaukee Bucks (4-3)</span>,
1974-75,Boston Celtics,Boston Garden,60,0.732,0.6,T. Heinsohn,J. Havlicek (9.7),#008348,#BB9753,5.4,teams/BOS/logos/1975-1996.png,First Round Bye,Won Conference Semifinals versus <span>Houston Rockets (4-1)</span>,Lost Conference Finals versus <span>Washington Bullets (2-4)</span>,
1975-76,Boston Celtics,Boston Garden,54,0.659,1,T. Heinsohn,D. Cowens (10.7),#008348,#BB9753,2.25,teams/BOS/logos/1975-1996.png,First Round Bye,Won Conference Semifinals versus <span>Buffalo Braves (4-2)</span>,Won Conference Finals versus <span>Cleveland Cavaliers (4-2)</span>,Won Finals versus <span>Phoenix Suns (4-2)</span>
1976-77,Boston Celtics,Boston Garden,44,0.537,0.4,T. Heinsohn,J. White (6.5),#008348,#BB9753,-1.9,teams/BOS/logos/1975-1996.png,Won First Round versus <span>San Antonio Spurs (2-0)</span>,Lost Conference Semifinals versus <span>Philadelphia 76ers (3-4)</span>,,
1977-78,Boston Celtics,Boston Garden,32,0.39,0,T. Heinsohn/T. Sanders,D. Cowens (10.8),#008348,#BB9753,-1.86,teams/BOS/logos/1975-1996.png,,,,
1978-79,Boston Celtics,Boston Garden,29,0.354,0,T. Sanders/D. Cowens,C. Maxwell (11.7),#008348,#BB9753,-4.78,teams/BOS/logos/1975-1996.png,,,,
1979-80,Boston Celtics,Boston Garden,61,0.744,0.6,B. Fitch,C. Maxwell (12.2),#008348,#BB9753,7.37,teams/BOS/logos/1975-1996.png,First Round Bye,Won Conference Semifinals versus <span>Houston Rockets (4-0)</span>,Lost Conference Finals versus <span>Philadelphia 76ers (1-4)</span>,
1980-81,Boston Celtics,Boston Garden,62,0.756,1,B. Fitch,C. Maxwell (11.0),#008348,#BB9753,6.05,teams/BOS/logos/1975-1996.png,First Round Bye,Won Conference Semifinals versus <span>Chicago Bulls (4-0)</span>,Won Conference Finals versus <span>Philadelphia 76ers (4-3)</span>,Won Finals versus <span>Houston Rockets (4-2)</span>
1981-82,Boston Celtics,Boston Garden,63,0.768,0.6,B. Fitch,L. Bird (12.5),#008348,#BB9753,6.35,teams/BOS/logos/1975-1996.png,First Round Bye,Won Conference Semifinals versus <span>Washington Bullets (4-1)</span>,Lost Conference Finals versus <span>Philadelphia 76ers (3-4)</span>,
1982-83,Boston Celtics,Boston Garden,56,0.683,0.4,B. Fitch,L. Bird (14.0),#008348,#BB9753,5.34,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Atlanta Hawks (2-1)</span>,Lost Conference Semifinals versus <span>Milwaukee Bucks (0-4)</span>,,
1983-84,Boston Celtics,Boston Garden,62,0.756,1,K. Jones,L. Bird (13.6),#008348,#BB9753,6.42,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Washington Bullets (3-1)</span>,Won Conference Semifinals versus <span>New York Knicks (4-3)</span>,Won Conference Finals versus <span>Milwaukee Bucks (4-1)</span>,Won Finals versus <span>Los Angeles Lakers (4-3)</span>
1984-85,Boston Celtics,Boston Garden,63,0.768,0.8,K. Jones,L. Bird (15.7),#008348,#BB9753,6.47,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Cleveland Cavaliers (3-1)</span>,Won Conference Semifinals versus <span>Detroit Pistons (4-2)</span>,Won Conference Finals versus <span>Philadelphia 76ers (4-1)</span>,Lost Finals versus <span>Los Angeles Lakers (2-4)</span>
1985-86,Boston Celtics,Boston Garden,67,0.817,1,K. Jones,L. Bird (15.8),#008348,#BB9753,9.06,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Chicago Bulls (3-0)</span>,Won Conference Semifinals versus <span>Atlanta Hawks (4-1)</span>,Won Conference Finals versus <span>Milwaukee Bucks (4-0)</span>,Won Finals versus <span>Houston Rockets (4-2)</span>
