team,championships,stack,logo
GSW,0,3,http://www.nbahistory.org/teams/GSW/logos/1946-1951.png
NYK,0,2,./teams/NYK/logos/1946-1964.png
BOS,0,1,./teams/BOS/logos/1946-1950.png
