team,championships,stack,logo
GSW,2,1,./teams/GSW/logos/1952-1962.png
NYK,0,1,./teams/NYK/logos/1946-1964.png
BOS,4,1,./teams/BOS/logos/1961-1968.png
LAL,5,1,./teams/LAL/logos/1961-1976.png
SAC,1,1,./teams/SAC/logos/1958-1971.png
DET,0,2,./teams/DET/logos/1958-1971.png
ATL,1,3,./teams/ATL/logos/1958-1968.png
PHI,1,2,./teams/PHI/logos/1950-1963.png
